,junct,Unnamed: 0,y,x,1517_masked,1517_all,seward2_hsp_elev,seward_hsp__dinf_area,slope_15m,aspect_15m,1519_all,1519_masked,aspect_40m,seward_hsp__tan_curv_LW,slope_40m,Outlet Elev,1519_all_zscore,1519_masked_zscore,1517_all_zscore,1517_masked_zscore,Area,area_km2,max_disp_zone
15,331,20036280.423341464,7227497.303880612,443426.93491568364,0.001384053365878,0.001384053365878,185.3001035646547,1689.2398049581518,0.11563114796222,256.201451209874,0.008244305212132,0.008244305212132,259.31628327375995,-4.6158295004e-05,0.111691707661955,101.589745,0.111479988447685,0.085955767829695,-0.386641724716046,-0.390421099839622,1036336.0,1.036336,watertracks
16,850,31708801.352100056,7225572.201420061,442751.2533447729,0.004704952929375,0.004704952929375,170.50348143645886,2184.420233026584,0.084036399895219,197.78260303529808,0.015784112982819,0.015784112982819,197.7848294354884,5.9956794731e-05,0.082529503432478,82.24643,0.622096244627962,0.635534103398757,-0.216169135265321,-0.216100826859872,1012.0,0.001012,indeterminate
17,850,31708801.352100056,7225572.201420061,442751.2533447729,0.004704952929375,0.004704952929375,170.50348143645886,2184.420233026584,0.084036399895219,197.78260303529808,0.015784112982819,0.015784112982819,197.7848294354884,5.9956794731e-05,0.082529503432478,82.24643,0.622096244627962,0.635534103398757,-0.216169135265321,-0.216100826859872,1289120.0,1.28912,indeterminate
18,399,22848392.40864608,7227033.767398334,446343.9849474063,0.006468249668423,0.006468249668423,125.03590977497386,1035.1450881821947,0.107372893704418,190.49601373170546,0.010685140049942,0.010685140049942,190.54414089501188,0.000106324019859,0.104944632045473,54.423640000000006,0.136464168736064,0.140025211327014,0.106898080230748,0.106417340528105,210496.0,0.210496,watertracks
19,903,35461891.360693045,7224953.595038081,447091.67624584486,0.003144741860735,0.003144741860735,109.06890505650439,2027.521052115447,0.086810519728061,255.38352994197967,0.008343931583943,0.008343931583943,255.15053249752793,2.3500085708e-05,0.085014455169753,30.725332,0.219906270422468,0.20933775933165,0.066442522629469,0.063908869871815,1100300.0,1.1003,fluvial
20,835,30342562.337191056,7225797.882757284,447110.8000090748,0.002146458104404,0.002146458104404,126.57242524316726,823.4087502649733,0.086375249882274,273.0073985118347,0.006148297419425,0.006148297419425,271.6773159585458,-4.5588532319e-05,0.085215001030241,41.909615,0.004877976795127,-0.011749943595197,0.039813321652437,0.036632903729108,122348.0,0.122348,watertracks
21,879,33396156.763347097,7225293.480245662,437410.39388872526,0.015927189957469,0.015927189957469,231.91580298330913,1493.5579024652284,0.104345568356454,111.75597805429706,0.016940435690226,0.01825197092572,111.98094489598112,-1.9126162282e-05,0.101886069999338,174.79536,-0.081676421525673,0.056409822039852,0.086453435237059,0.10351067973054,100.0,0.0001,indeterminate
22,879,33396156.763347097,7225293.480245662,437410.39388872526,0.015927189957469,0.015927189957469,231.91580298330913,1493.5579024652284,0.104345568356454,111.75597805429706,0.016940435690226,0.01825197092572,111.98094489598112,-1.9126162282e-05,0.101886069999338,174.79536,-0.081676421525673,0.056409822039852,0.086453435237059,0.10351067973054,250780.0,0.25078,indeterminate
23,414,26281774.9135745,7226467.046102399,440479.8389969502,0.007960828872042,0.007960828872042,231.60168032214978,1854.481805445997,0.111458216581612,169.3515680410641,0.014298164990659,0.014478699517311,165.72697340891884,-2.6836587489e-05,0.108813268346123,145.68982,0.368162636740428,0.403592102329372,-0.012993331689322,-0.008672164947539,850536.0,0.850536,watertracks
24,808,27990866.934130616,7226185.931050781,449581.6491381907,0.003126679072695,0.003126679072695,105.10017258419218,1609.4013994905258,0.116196532948518,133.6232996024952,0.012548688581294,0.012548688581294,136.72061143477387,3.8025542095e-05,0.11346333590801,8.741375,-0.232099206444943,-0.252127139997105,-0.849761289367382,-0.853300050685921,581968.0,0.581968,watertracks
25,369,24721237.726117,7226724.317075974,439330.5606384493,0.006580017306542,0.006580017306542,235.3308055508018,2536.4782844818797,0.09185026853507,187.9605688159866,0.016246993738824,0.01638951184004,189.1392096670463,-6.7367495282e-05,0.088710236723034,150.04529,0.264655180402054,0.271131745983249,-0.38120886988726,-0.382511721007989,3145124.0,3.145124,watertracks
26,863,32058741.60209825,7225514.8472174,447097.3376488653,0.002633539861436,0.002633539861436,121.97877491326686,1497.247379233593,0.092854550482419,261.9310895969768,0.006806165073679,0.006806165073679,261.7850187872529,3.682046764e-05,0.091572659944525,38.701164,0.107960756426606,0.09143666933137,0.13356323418561,0.129919050965262,537972.0,0.537972,watertracks
