,dInf_min,dInf_max,dInf_mean,dInf_count,slope_min,slope_max,slope_mean,slope_count,area (m2),bin_dinf,bin_slope
432,487.0,487.0,487.0,1,17.65364646911621,17.65364646911621,17.65364646911621,1,0.4415818043982779,21,23
433,594.0,594.0,594.0,1,17.503677368164062,17.503677368164062,17.503677368164062,1,0.4706282058405406,23,22
434,619.0,692.0,661.0,3,17.503677368164062,17.503677368164062,17.503677368164062,1,0.5406397408561247,23,22
435,672.0,692.0,682.0,2,17.503677368164062,17.503677368164062,17.503677368164062,1,0.10379600208863893,23,22
436,697.0,697.0,697.0,1,17.503677368164062,17.503677368164062,17.503677368164062,1,0.04708636357270603,23,22
437,514.0,598.0,556.0,2,17.192331314086914,17.192331314086914,17.192331314086914,1,0.08237170689843323,23,22
438,575.0,575.0,575.0,1,17.192331314086914,17.192331314086914,17.192331314086914,1,0.14585001134990666,22,22
439,615.0,615.0,615.0,1,17.192331314086914,17.192331314086914,17.192331314086914,1,0.09908736685521105,23,22
440,596.0,624.0,610.0,2,17.192331314086914,17.61911964416504,17.405725479125977,2,0.11215383302378905,23,23
441,596.0,634.0,615.0,2,17.61911964416504,17.656551361083984,17.637836456298828,2,0.4462021536175109,23,23
442,451.0,516.0,480.0,4,17.61911964416504,17.656551361083984,17.637836456298828,2,0.4792803247471949,22,23
443,606.0,633.0,619.5,2,17.656551361083984,17.656551361083984,17.656551361083984,1,0.12845748581184377,23,23
444,469.0,521.0,488.3333333333333,3,18.59609603881836,18.59609603881836,18.59609603881836,1,0.14256132327697313,22,25
445,475.0,475.0,475.0,1,18.59609603881836,18.59609603881836,18.59609603881836,1,0.06942295729692984,21,25
446,412.0,480.0,446.0,2,18.59609603881836,18.59609603881836,18.59609603881836,1,0.08993495469050458,21,25
447,581.0,588.0,584.5,2,19.17970848083496,19.634021759033203,19.406864166259766,2,0.46143900624726847,23,27
448,588.0,588.0,588.0,1,19.634021759033203,19.634021759033203,19.634021759033203,1,0.03460847735001535,23,27
449,604.0,604.0,604.0,2,18.474483489990234,18.474483489990234,18.474483489990234,1,0.14097215807540553,23,24
450,925.0,1104.0,1014.5,2,16.892192840576172,17.29383659362793,17.093013763427734,2,0.18402675205134256,26,22
451,1282.0,1282.0,1282.0,1,17.90540313720703,17.90540313720703,17.90540313720703,1,0.3602989682822964,27,23
452,1338.0,1412.0,1375.0,2,17.90540313720703,18.508150100708008,18.206775665283203,2,0.8981061701423165,27,24
453,1412.0,1552.0,1480.3333333333333,3,18.508150100708008,18.508150100708008,18.508150100708008,1,0.11237455001354742,28,24
454,1323.0,1571.0,1482.0,3,18.508150100708008,19.045440673828125,18.77679443359375,2,0.420554801007861,28,26
455,1436.0,1565.0,1500.5,2,18.055095672607422,18.113500595092773,18.08429718017578,2,0.1589900494567684,28,24
456,1565.0,1620.0,1592.5,2,18.055095672607422,18.055095672607422,18.055095672607422,1,0.3557889784813789,28,23
457,1370.0,1370.0,1370.0,1,18.055095672607422,18.055095672607422,18.055095672607422,1,0.1389268446570892,27,23
458,1228.0,1511.0,1369.5,2,18.055095672607422,18.055095672607422,18.055095672607422,1,0.19804966028987825,28,23
459,1246.0,1599.0,1460.6666666666667,3,16.418659210205078,16.418659210205078,16.418659210205078,1,0.5524186903342625,28,20
460,1599.0,1658.0,1617.75,4,16.418659210205078,16.418659210205078,16.418659210205078,1,0.5520434720269016,28,20
461,1587.0,1599.0,1593.0,2,16.418659210205078,16.418659210205078,16.418659210205078,1,0.3749251705077985,28,20
462,505.0,691.0,598.0,2,17.627229690551758,18.055095672607422,17.841163635253906,2,0.27455764304551866,23,23
463,377.0,583.0,488.3333333333333,3,17.627229690551758,17.627229690551758,17.627229690551758,1,0.11306797039943871,22,23
464,1046.0,1046.0,1046.0,1,16.418659210205078,16.418659210205078,16.418659210205078,1,0.07881815858057815,26,20
465,1541.0,1541.0,1541.0,1,16.418659210205078,16.418659210205078,16.418659210205078,1,0.06142563271138876,28,20
466,1414.0,1414.0,1414.0,1,16.418659210205078,16.418659210205078,16.418659210205078,1,0.036778864291919976,27,20
467,1253.0,1253.0,1253.0,1,16.418659210205078,16.418659210205078,16.418659210205078,1,0.0841006597728482,27,20
468,808.0,1253.0,1035.6666666666667,3,16.418659210205078,16.435388565063477,16.427024841308594,2,0.3332169524221305,27,20
469,479.0,479.0,479.0,1,16.435388565063477,16.435388565063477,16.435388565063477,1,0.1199819402631088,21,20
470,354.0,479.0,417.6666666666667,3,16.435388565063477,16.435388565063477,16.435388565063477,1,0.4614463629745835,21,20
471,347.0,405.0,376.0,2,16.435388565063477,16.435388565063477,16.435388565063477,1,0.3181051735577754,20,20
472,378.0,479.0,420.6666666666667,3,16.435388565063477,16.435388565063477,16.435388565063477,1,0.1101305903792258,21,20
473,405.0,554.0,479.5,2,16.435388565063477,16.435388565063477,16.435388565063477,1,0.40176439754224724,22,20
474,1658.0,1674.0,1666.0,2,16.418659210205078,16.418659210205078,16.418659210205078,1,0.05746559595354932,28,20
475,1373.0,1658.0,1525.0,3,16.418659210205078,16.418659210205078,16.418659210205078,1,0.027931778569558238,28,20
476,1667.0,1676.0,1671.5,2,16.304275512695312,16.304275512695312,16.304275512695312,1,0.03552629348693109,28,20
477,1674.0,1676.0,1675.0,2,16.304275512695312,16.304275512695312,16.304275512695312,1,0.3189659708946634,28,20
478,1676.0,1676.0,1676.0,1,16.304275512695312,16.304275512695312,16.304275512695312,1,0.1490136266445655,28,20
479,1493.0,1596.0,1544.5,2,16.304275512695312,16.304275512695312,16.304275512695312,1,0.1235722758171724,28,20
480,1585.0,1585.0,1585.0,2,16.304275512695312,16.304275512695312,16.304275512695312,1,0.18390167848789857,28,20
481,266.0,524.0,382.75,4,17.239669799804688,17.239669799804688,17.239669799804688,1,0.5035960168960194,22,22
482,147.0,200.0,172.25,4,17.239669799804688,17.239669799804688,17.239669799804688,1,0.15829846868941663,16,22
483,132.0,132.0,132.0,1,18.10303497314453,18.10303497314453,18.10303497314453,1,0.14879290951179547,14,24
484,908.0,911.0,909.5,2,18.958545684814453,18.958545684814453,18.958545684814453,1,0.4960548432955825,25,25
485,916.0,916.0,916.0,1,20.21237564086914,20.21237564086914,20.21237564086914,1,0.06077083795297876,25,28
486,455.0,455.0,455.0,1,14.597573280334473,14.597573280334473,14.597573280334473,1,0.2957023629251965,21,16
487,1050.0,1246.0,1142.0,3,14.671825408935547,14.671825408935547,14.671825408935547,1,0.41256483245802067,27,16
488,362.0,478.0,420.0,2,14.647505760192871,14.647505760192871,14.647505760192871,1,0.48284858729703467,21,16
489,322.0,322.0,322.0,1,15.08951187133789,15.08951187133789,15.08951187133789,1,0.2374624176220205,19,17
490,323.0,323.0,323.0,1,15.08951187133789,15.08951187133789,15.08951187133789,1,0.3050754929002209,19,17
491,223.0,275.0,249.16666666666666,6,18.23446273803711,19.25452423095703,18.74449348449707,2,0.9813681052980392,18,26
492,242.0,248.0,245.0,2,22.71054458618164,22.71054458618164,22.71054458618164,1,0.5446715107661577,18,34
493,310.0,368.0,339.0,2,22.28986930847168,22.28986930847168,22.28986930847168,1,0.21407373780446984,20,33
494,456.0,770.0,605.0,4,19.949172973632812,22.28986930847168,21.119522094726562,2,0.3814804754986595,24,33
495,540.0,669.0,604.5,2,17.326066970825195,17.326066970825195,17.326066970825195,1,0.27934721016705566,23,22
496,288.0,296.0,292.0,2,18.23446273803711,18.23446273803711,18.23446273803711,1,0.22279207252283156,19,24
497,313.0,313.0,313.0,1,18.23446273803711,18.23446273803711,18.23446273803711,1,0.0632943724561774,19,24
498,285.0,302.0,293.5,2,16.70861053466797,16.70861053466797,16.70861053466797,1,0.5151836761697383,19,21
499,206.0,206.0,206.0,1,16.68289566040039,16.68289566040039,16.68289566040039,1,0.26277133879511844,17,20
500,207.0,216.0,211.5,2,16.68289566040039,16.68289566040039,16.68289566040039,1,0.20141191945887774,17,20
501,186.0,202.0,194.0,2,16.70861053466797,17.12955665588379,16.919082641601562,2,0.15600300863331032,16,21
502,195.0,196.0,195.33333333333334,3,16.70861053466797,16.70861053466797,16.70861053466797,1,0.9327514326893104,16,21
503,224.0,246.0,235.0,2,17.18271255493164,17.18271255493164,17.18271255493164,1,0.1358662303398568,18,22
504,183.0,216.0,199.0,4,17.143136978149414,17.143136978149414,17.143136978149414,1,0.4877926553607255,17,21
505,216.0,224.0,220.0,2,17.143136978149414,17.143136978149414,17.143136978149414,1,0.06109455698108575,17,21
506,224.0,270.0,247.66666666666666,3,17.143136978149414,17.143136978149414,17.143136978149414,1,0.2128671500914413,18,21
507,1281.0,1306.0,1293.5,2,20.922632217407227,20.922632217407227,20.922632217407227,1,0.30291246273977723,27,30
508,1291.0,1299.0,1296.3333333333333,3,18.57513999938965,18.57513999938965,18.57513999938965,1,0.3678107161645674,27,25
509,1018.0,1018.0,1018.0,1,16.90336799621582,16.90336799621582,16.90336799621582,1,0.192693585294924,26,21
510,394.0,432.0,411.6666666666667,3,16.312498092651367,17.380130767822266,16.845672607421875,3,0.28670445421779883,21,22
511,445.0,614.0,522.75,4,16.312498092651367,16.844390869140625,16.578445434570312,2,0.28410734609846744,23,21
512,389.0,402.0,395.5,2,16.844390869140625,16.844390869140625,16.844390869140625,1,0.5609089494276105,20,21
513,332.0,426.0,370.0,3,16.844390869140625,16.844390869140625,16.844390869140625,1,0.2512572507333483,21,21
514,383.0,432.0,403.5,4,16.312498092651367,16.312498092651367,16.312498092651367,1,0.14278203987085344,21,20
515,443.0,443.0,443.0,1,16.312498092651367,16.312498092651367,16.312498092651367,1,0.33397474840312996,21,20
516,423.0,443.0,433.0,2,16.312498092651367,16.312498092651367,16.312498092651367,1,0.11119739026467296,21,20
517,359.0,423.0,395.5,4,16.312498092651367,17.782316207885742,17.047407150268555,2,0.35411152707191973,21,23
518,443.0,443.0,443.0,1,16.312498092651367,16.312498092651367,16.312498092651367,1,0.05943181945149654,21,20
519,403.0,423.0,413.0,2,16.312498092651367,16.312498092651367,16.312498092651367,1,0.046115206850994184,21,20
520,403.0,403.0,403.0,1,16.312498092651367,16.312498092651367,16.312498092651367,1,0.03075328127114689,20,20
521,356.0,403.0,379.5,2,16.312498092651367,16.9912109375,16.65185546875,2,0.4078488384893072,20,21
522,195.0,215.0,205.0,2,17.53343963623047,17.53343963623047,17.53343963623047,1,0.12299840981278075,17,22
523,195.0,212.0,203.33333333333334,3,17.53343963623047,17.53343963623047,17.53343963623047,1,0.3468867127608773,17,22
